Id,Date,DateLongDescription,DateShortDescription,DayLongName,DayShortName,MonthLongName,MonthShortName,CalendarDay,CalendarWeek,CalendarWeekStartDateId,CalendarWeekEndDateId,CalendarDayInWeek,CalendarMonth,CalendarMonthStartDateId,CalendarMonthEndDateId,CalendarNumberOfDaysInMonth,CalendarDayInMonth,CalendarQuarter,CalendarQuarterStartDateId,CalendarQuarterEndDateId,CalendarNumberOfDaysInQuarter,CalendarDayInQuarter,CalendarYear,CalendarYearStartDateId,CalendarYearEndDateId,CalendarNumberOfDaysInYear,FiscalDay,FiscalWeek,FiscalWeekStartDateId,FiscalWeekEndDateId,FiscalDayInWeek,FiscalMonth,FiscalMonthStartDateId,FiscalMonthEndDateId,FiscalNumberOfDaysInMonth,FiscalDayInMonth,FiscalQuarter,FiscalQuarterStartDateId,FiscalQuarterEndDateId,FiscalNumberOfDaysInQuarter,FiscalDayInQuarter,FiscalYear,FiscalYearStartDateId,FiscalYearEndDateId,FiscalNumberOfDaysInYear
20101229,29-12-2010,"Wednesday, December 29, 2010","Dec 29, 2010",Wednesday,Wed,December,Dec,363,52,20101227,20110102,3,12,20101201,20101231,31,29,4,20101001,20101231,92,90,2010,20100101,20101231,365,-1,-1,-1,-1,-1,12,20101201,20101231,31,29,4,20101001,20101231,91,90,2010,20100101,20101231,365
20101230,30-12-2010,"Thursday, December 30, 2010","Dec 30, 2010",Thursday,Thu,December,Dec,364,52,20101227,20110102,4,12,20101201,20101231,31,30,4,20101001,20101231,92,91,2010,20100101,20101231,365,-1,-1,-1,-1,-1,12,20101201,20101231,31,30,4,20101001,20101231,91,91,2010,20100101,20101231,365
20101231,31-12-2010,"Friday, December 31, 2010","Dec 31, 2010",Friday,Fri,December,Dec,365,52,20101227,20110102,5,12,20101201,20101231,31,31,4,20101001,20101231,92,92,2010,20100101,20101231,365,-1,-1,-1,-1,-1,12,20101201,20101231,31,31,4,20101001,20101231,91,92,2010,20100101,20101231,365
20110101,01-01-2011,"Saturday, January 1, 2011","Jan 1, 2011",Saturday,Sat,January,Jan,1,52,20101227,20110102,6,1,20110101,20110131,31,1,1,20110101,20110331,90,1,2011,20110101,20111231,365,-1,-1,-1,-1,-1,1,20110101,20110131,31,1,1,20110101,20110331,89,1,2011,20110101,20120101,366
20110102,02-01-2011,"Sunday, January 2, 2011","Jan 2, 2011",Sunday,Sun,January,Jan,2,52,20101227,20110102,7,1,20110101,20110131,31,2,1,20110101,20110331,90,2,2011,20110101,20111231,365,-1,-1,-1,-1,-1,1,20110101,20110131,31,2,1,20110101,20110331,89,2,2011,20110101,20120101,366
20110103,03-01-2011,"Monday, January 3, 2011","Jan 3, 2011",Monday,Mon,January,Jan,3,1,20110103,20110109,1,1,20110101,20110131,31,3,1,20110101,20110331,90,3,2011,20110101,20111231,365,-1,-1,-1,-1,-1,1,20110101,20110131,31,3,1,20110101,20110331,89,3,2011,20110101,20120101,366
20110104,04-01-2011,"Tuesday, January 4, 2011","Jan 4, 2011",Tuesday,Tue,January,Jan,4,1,20110103,20110109,2,1,20110101,20110131,31,4,1,20110101,20110331,90,4,2011,20110101,20111231,365,-1,-1,-1,-1,-1,1,20110101,20110131,31,4,1,20110101,20110331,89,4,2011,20110101,20120101,366
20110105,05-01-2011,"Wednesday, January 5, 2011","Jan 5, 2011",Wednesday,Wed,January,Jan,5,1,20110103,20110109,3,1,20110101,20110131,31,5,1,20110101,20110331,90,5,2011,20110101,20111231,365,-1,-1,-1,-1,-1,1,20110101,20110131,31,5,1,20110101,20110331,89,5,2011,20110101,20120101,366
20110106,06-01-2011,"Thursday, January 6, 2011","Jan 6, 2011",Thursday,Thu,January,Jan,6,1,20110103,20110109,4,1,20110101,20110131,31,6,1,20110101,20110331,90,6,2011,20110101,20111231,365,-1,-1,-1,-1,-1,1,20110101,20110131,31,6,1,20110101,20110331,89,6,2011,20110101,20120101,366
20110107,07-01-2011,"Friday, January 7, 2011","Jan 7, 2011",Friday,Fri,January,Jan,7,1,20110103,20110109,5,1,20110101,20110131,31,7,1,20110101,20110331,90,7,2011,20110101,20111231,365,-1,-1,-1,-1,-1,1,20110101,20110131,31,7,1,20110101,20110331,89,7,2011,20110101,20120101,366
20110108,08-01-2011,"Saturday, January 8, 2011","Jan 8, 2011",Saturday,Sat,January,Jan,8,1,20110103,20110109,6,1,20110101,20110131,31,8,1,20110101,20110331,90,8,2011,20110101,20111231,365,-1,-1,-1,-1,-1,1,20110101,20110131,31,8,1,20110101,20110331,89,8,2011,20110101,20120101,366
20110109,09-01-2011,"Sunday, January 9, 2011","Jan 9, 2011",Sunday,Sun,January,Jan,9,1,20110103,20110109,7,1,20110101,20110131,31,9,1,20110101,20110331,90,9,2011,20110101,20111231,365,-1,-1,-1,-1,-1,1,20110101,20110131,31,9,1,20110101,20110331,89,9,2011,20110101,20120101,366
20110110,10-01-2011,"Monday, January 10, 2011","Jan 10, 2011",Monday,Mon,January,Jan,10,2,20110110,20110116,1,1,20110101,20110131,31,10,1,20110101,20110331,90,10,2011,20110101,20111231,365,-1,-1,-1,-1,-1,1,20110101,20110131,31,10,1,20110101,20110331,89,10,2011,20110101,20120101,366
20110111,11-01-2011,"Tuesday, January 11, 2011","Jan 11, 2011",Tuesday,Tue,January,Jan,11,2,20110110,20110116,2,1,20110101,20110131,31,11,1,20110101,20110331,90,11,2011,20110101,20111231,365,-1,-1,-1,-1,-1,1,20110101,20110131,31,11,1,20110101,20110331,89,11,2011,20110101,20120101,366
20110112,12-01-2011,"Wednesday, January 12, 2011","Jan 12, 2011",Wednesday,Wed,January,Jan,12,2,20110110,20110116,3,1,20110101,20110131,31,12,1,20110101,20110331,90,12,2011,20110101,20111231,365,-1,-1,-1,-1,-1,1,20110101,20110131,31,12,1,20110101,20110331,89,12,2011,20110101,20120101,366
20110113,13-01-2011,"Thursday, January 13, 2011","Jan 13, 2011",Thursday,Thu,January,Jan,13,2,20110110,20110116,4,1,20110101,20110131,31,13,1,20110101,20110331,90,13,2011,20110101,20111231,365,-1,-1,-1,-1,-1,1,20110101,20110131,31,13,1,20110101,20110331,89,13,2011,20110101,20120101,366
20110114,14-01-2011,"Friday, January 14, 2011","Jan 14, 2011",Friday,Fri,January,Jan,14,2,20110110,20110116,5,1,20110101,20110131,31,14,1,20110101,20110331,90,14,2011,20110101,20111231,365,-1,-1,-1,-1,-1,1,20110101,20110131,31,14,1,20110101,20110331,89,14,2011,20110101,20120101,366
20110115,15-01-2011,"Saturday, January 15, 2011","Jan 15, 2011",Saturday,Sat,January,Jan,15,2,20110110,20110116,6,1,20110101,20110131,31,15,1,20110101,20110331,90,15,2011,20110101,20111231,365,-1,-1,-1,-1,-1,1,20110101,20110131,31,15,1,20110101,20110331,89,15,2011,20110101,20120101,366
20110116,16-01-2011,"Sunday, January 16, 2011","Jan 16, 2011",Sunday,Sun,January,Jan,16,2,20110110,20110116,7,1,20110101,20110131,31,16,1,20110101,20110331,90,16,2011,20110101,20111231,365,-1,-1,-1,-1,-1,1,20110101,20110131,31,16,1,20110101,20110331,89,16,2011,20110101,20120101,366
20110117,17-01-2011,"Monday, January 17, 2011","Jan 17, 2011",Monday,Mon,January,Jan,17,3,20110117,20110123,1,1,20110101,20110131,31,17,1,20110101,20110331,90,17,2011,20110101,20111231,365,-1,-1,-1,-1,-1,1,20110101,20110131,31,17,1,20110101,20110331,89,17,2011,20110101,20120101,366
20110118,18-01-2011,"Tuesday, January 18, 2011","Jan 18, 2011",Tuesday,Tue,January,Jan,18,3,20110117,20110123,2,1,20110101,20110131,31,18,1,20110101,20110331,90,18,2011,20110101,20111231,365,-1,-1,-1,-1,-1,1,20110101,20110131,31,18,1,20110101,20110331,89,18,2011,20110101,20120101,366
20110119,19-01-2011,"Wednesday, January 19, 2011","Jan 19, 2011",Wednesday,Wed,January,Jan,19,3,20110117,20110123,3,1,20110101,20110131,31,19,1,20110101,20110331,90,19,2011,20110101,20111231,365,-1,-1,-1,-1,-1,1,20110101,20110131,31,19,1,20110101,20110331,89,19,2011,20110101,20120101,366
20110120,20-01-2011,"Thursday, January 20, 2011","Jan 20, 2011",Thursday,Thu,January,Jan,20,3,20110117,20110123,4,1,20110101,20110131,31,20,1,20110101,20110331,90,20,2011,20110101,20111231,365,-1,-1,-1,-1,-1,1,20110101,20110131,31,20,1,20110101,20110331,89,20,2011,20110101,20120101,366
20110121,21-01-2011,"Friday, January 21, 2011","Jan 21, 2011",Friday,Fri,January,Jan,21,3,20110117,20110123,5,1,20110101,20110131,31,21,1,20110101,20110331,90,21,2011,20110101,20111231,365,-1,-1,-1,-1,-1,1,20110101,20110131,31,21,1,20110101,20110331,89,21,2011,20110101,20120101,366
20110122,22-01-2011,"Saturday, January 22, 2011","Jan 22, 2011",Saturday,Sat,January,Jan,22,3,20110117,20110123,6,1,20110101,20110131,31,22,1,20110101,20110331,90,22,2011,20110101,20111231,365,-1,-1,-1,-1,-1,1,20110101,20110131,31,22,1,20110101,20110331,89,22,2011,20110101,20120101,366
20110123,23-01-2011,"Sunday, January 23, 2011","Jan 23, 2011",Sunday,Sun,January,Jan,23,3,20110117,20110123,7,1,20110101,20110131,31,23,1,20110101,20110331,90,23,2011,20110101,20111231,365,-1,-1,-1,-1,-1,1,20110101,20110131,31,23,1,20110101,20110331,89,23,2011,20110101,20120101,366
20110124,24-01-2011,"Monday, January 24, 2011","Jan 24, 2011",Monday,Mon,January,Jan,24,4,20110124,20110130,1,1,20110101,20110131,31,24,1,20110101,20110331,90,24,2011,20110101,20111231,365,-1,-1,-1,-1,-1,1,20110101,20110131,31,24,1,20110101,20110331,89,24,2011,20110101,20120101,366
20110125,25-01-2011,"Tuesday, January 25, 2011","Jan 25, 2011",Tuesday,Tue,January,Jan,25,4,20110124,20110130,2,1,20110101,20110131,31,25,1,20110101,20110331,90,25,2011,20110101,20111231,365,-1,-1,-1,-1,-1,1,20110101,20110131,31,25,1,20110101,20110331,89,25,2011,20110101,20120101,366
20110126,26-01-2011,"Wednesday, January 26, 2011","Jan 26, 2011",Wednesday,Wed,January,Jan,26,4,20110124,20110130,3,1,20110101,20110131,31,26,1,20110101,20110331,90,26,2011,20110101,20111231,365,-1,-1,-1,-1,-1,1,20110101,20110131,31,26,1,20110101,20110331,89,26,2011,20110101,20120101,366
20110127,27-01-2011,"Thursday, January 27, 2011","Jan 27, 2011",Thursday,Thu,January,Jan,27,4,20110124,20110130,4,1,20110101,20110131,31,27,1,20110101,20110331,90,27,2011,20110101,20111231,365,-1,-1,-1,-1,-1,1,20110101,20110131,31,27,1,20110101,20110331,89,27,2011,20110101,20120101,366
20110128,28-01-2011,"Friday, January 28, 2011","Jan 28, 2011",Friday,Fri,January,Jan,28,4,20110124,20110130,5,1,20110101,20110131,31,28,1,20110101,20110331,90,28,2011,20110101,20111231,365,-1,-1,-1,-1,-1,1,20110101,20110131,31,28,1,20110101,20110331,89,28,2011,20110101,20120101,366
20110129,29-01-2011,"Saturday, January 29, 2011","Jan 29, 2011",Saturday,Sat,January,Jan,29,4,20110124,20110130,6,1,20110101,20110131,31,29,1,20110101,20110331,90,29,2011,20110101,20111231,365,-1,-1,-1,-1,-1,1,20110101,20110131,31,29,1,20110101,20110331,89,29,2011,20110101,20120101,366
20110130,30-01-2011,"Sunday, January 30, 2011","Jan 30, 2011",Sunday,Sun,January,Jan,30,4,20110124,20110130,7,1,20110101,20110131,31,30,1,20110101,20110331,90,30,2011,20110101,20111231,365,-1,-1,-1,-1,-1,1,20110101,20110131,31,30,1,20110101,20110331,89,30,2011,20110101,20120101,366
20110131,31-01-2011,"Monday, January 31, 2011","Jan 31, 2011",Monday,Mon,January,Jan,31,5,20110131,20110206,1,1,20110101,20110131,31,31,1,20110101,20110331,90,31,2011,20110101,20111231,365,-1,-1,-1,-1,-1,1,20110101,20110131,31,31,1,20110101,20110331,89,31,2011,20110101,20120101,366
20110201,01-02-2011,"Tuesday, February 1, 2011","Feb 1, 2011",Tuesday,Tue,February,Feb,32,5,20110131,20110206,2,2,20110201,20110228,28,1,1,20110101,20110331,90,32,2011,20110101,20111231,365,-1,-1,-1,-1,-1,2,20110201,20110228,28,1,1,20110101,20110331,89,32,2011,20110101,20120101,366
20110202,02-02-2011,"Wednesday, February 2, 2011","Feb 2, 2011",Wednesday,Wed,February,Feb,33,5,20110131,20110206,3,2,20110201,20110228,28,2,1,20110101,20110331,90,33,2011,20110101,20111231,365,-1,-1,-1,-1,-1,2,20110201,20110228,28,2,1,20110101,20110331,89,33,2011,20110101,20120101,366
20110203,03-02-2011,"Thursday, February 3, 2011","Feb 3, 2011",Thursday,Thu,February,Feb,34,5,20110131,20110206,4,2,20110201,20110228,28,3,1,20110101,20110331,90,34,2011,20110101,20111231,365,-1,-1,-1,-1,-1,2,20110201,20110228,28,3,1,20110101,20110331,89,34,2011,20110101,20120101,366
20110204,04-02-2011,"Friday, February 4, 2011","Feb 4, 2011",Friday,Fri,February,Feb,35,5,20110131,20110206,5,2,20110201,20110228,28,4,1,20110101,20110331,90,35,2011,20110101,20111231,365,-1,-1,-1,-1,-1,2,20110201,20110228,28,4,1,20110101,20110331,89,35,2011,20110101,20120101,366
20110205,05-02-2011,"Saturday, February 5, 2011","Feb 5, 2011",Saturday,Sat,February,Feb,36,5,20110131,20110206,6,2,20110201,20110228,28,5,1,20110101,20110331,90,36,2011,20110101,20111231,365,-1,-1,-1,-1,-1,2,20110201,20110228,28,5,1,20110101,20110331,89,36,2011,20110101,20120101,366
20110206,06-02-2011,"Sunday, February 6, 2011","Feb 6, 2011",Sunday,Sun,February,Feb,37,5,20110131,20110206,7,2,20110201,20110228,28,6,1,20110101,20110331,90,37,2011,20110101,20111231,365,-1,-1,-1,-1,-1,2,20110201,20110228,28,6,1,20110101,20110331,89,37,2011,20110101,20120101,366
20110207,07-02-2011,"Monday, February 7, 2011","Feb 7, 2011",Monday,Mon,February,Feb,38,6,20110207,20110213,1,2,20110201,20110228,28,7,1,20110101,20110331,90,38,2011,20110101,20111231,365,-1,-1,-1,-1,-1,2,20110201,20110228,28,7,1,20110101,20110331,89,38,2011,20110101,20120101,366
20110208,08-02-2011,"Tuesday, February 8, 2011","Feb 8, 2011",Tuesday,Tue,February,Feb,39,6,20110207,20110213,2,2,20110201,20110228,28,8,1,20110101,20110331,90,39,2011,20110101,20111231,365,-1,-1,-1,-1,-1,2,20110201,20110228,28,8,1,20110101,20110331,89,39,2011,20110101,20120101,366
20110209,09-02-2011,"Wednesday, February 9, 2011","Feb 9, 2011",Wednesday,Wed,February,Feb,40,6,20110207,20110213,3,2,20110201,20110228,28,9,1,20110101,20110331,90,40,2011,20110101,20111231,365,-1,-1,-1,-1,-1,2,20110201,20110228,28,9,1,20110101,20110331,89,40,2011,20110101,20120101,366
20110210,10-02-2011,"Thursday, February 10, 2011","Feb 10, 2011",Thursday,Thu,February,Feb,41,6,20110207,20110213,4,2,20110201,20110228,28,10,1,20110101,20110331,90,41,2011,20110101,20111231,365,-1,-1,-1,-1,-1,2,20110201,20110228,28,10,1,20110101,20110331,89,41,2011,20110101,20120101,366
20110211,11-02-2011,"Friday, February 11, 2011","Feb 11, 2011",Friday,Fri,February,Feb,42,6,20110207,20110213,5,2,20110201,20110228,28,11,1,20110101,20110331,90,42,2011,20110101,20111231,365,-1,-1,-1,-1,-1,2,20110201,20110228,28,11,1,20110101,20110331,89,42,2011,20110101,20120101,366
20110212,12-02-2011,"Saturday, February 12, 2011","Feb 12, 2011",Saturday,Sat,February,Feb,43,6,20110207,20110213,6,2,20110201,20110228,28,12,1,20110101,20110331,90,43,2011,20110101,20111231,365,-1,-1,-1,-1,-1,2,20110201,20110228,28,12,1,20110101,20110331,89,43,2011,20110101,20120101,366
20110213,13-02-2011,"Sunday, February 13, 2011","Feb 13, 2011",Sunday,Sun,February,Feb,44,6,20110207,20110213,7,2,20110201,20110228,28,13,1,20110101,20110331,90,44,2011,20110101,20111231,365,-1,-1,-1,-1,-1,2,20110201,20110228,28,13,1,20110101,20110331,89,44,2011,20110101,20120101,366
20110214,14-02-2011,"Monday, February 14, 2011","Feb 14, 2011",Monday,Mon,February,Feb,45,7,20110214,20110220,1,2,20110201,20110228,28,14,1,20110101,20110331,90,45,2011,20110101,20111231,365,-1,-1,-1,-1,-1,2,20110201,20110228,28,14,1,20110101,20110331,89,45,2011,20110101,20120101,366
20110215,15-02-2011,"Tuesday, February 15, 2011","Feb 15, 2011",Tuesday,Tue,February,Feb,46,7,20110214,20110220,2,2,20110201,20110228,28,15,1,20110101,20110331,90,46,2011,20110101,20111231,365,-1,-1,-1,-1,-1,2,20110201,20110228,28,15,1,20110101,20110331,89,46,2011,20110101,20120101,366
20110216,16-02-2011,"Wednesday, February 16, 2011","Feb 16, 2011",Wednesday,Wed,February,Feb,47,7,20110214,20110220,3,2,20110201,20110228,28,16,1,20110101,20110331,90,47,2011,20110101,20111231,365,-1,-1,-1,-1,-1,2,20110201,20110228,28,16,1,20110101,20110331,89,47,2011,20110101,20120101,366
20110217,17-02-2011,"Thursday, February 17, 2011","Feb 17, 2011",Thursday,Thu,February,Feb,48,7,20110214,20110220,4,2,20110201,20110228,28,17,1,20110101,20110331,90,48,2011,20110101,20111231,365,-1,-1,-1,-1,-1,2,20110201,20110228,28,17,1,20110101,20110331,89,48,2011,20110101,20120101,366
20110218,18-02-2011,"Friday, February 18, 2011","Feb 18, 2011",Friday,Fri,February,Feb,49,7,20110214,20110220,5,2,20110201,20110228,28,18,1,20110101,20110331,90,49,2011,20110101,20111231,365,-1,-1,-1,-1,-1,2,20110201,20110228,28,18,1,20110101,20110331,89,49,2011,20110101,20120101,366
20110219,19-02-2011,"Saturday, February 19, 2011","Feb 19, 2011",Saturday,Sat,February,Feb,50,7,20110214,20110220,6,2,20110201,20110228,28,19,1,20110101,20110331,90,50,2011,20110101,20111231,365,-1,-1,-1,-1,-1,2,20110201,20110228,28,19,1,20110101,20110331,89,50,2011,20110101,20120101,366
20110220,20-02-2011,"Sunday, February 20, 2011","Feb 20, 2011",Sunday,Sun,February,Feb,51,7,20110214,20110220,7,2,20110201,20110228,28,20,1,20110101,20110331,90,51,2011,20110101,20111231,365,-1,-1,-1,-1,-1,2,20110201,20110228,28,20,1,20110101,20110331,89,51,2011,20110101,20120101,366
20110221,21-02-2011,"Monday, February 21, 2011","Feb 21, 2011",Monday,Mon,February,Feb,52,8,20110221,20110227,1,2,20110201,20110228,28,21,1,20110101,20110331,90,52,2011,20110101,20111231,365,-1,-1,-1,-1,-1,2,20110201,20110228,28,21,1,20110101,20110331,89,52,2011,20110101,20120101,366
20110222,22-02-2011,"Tuesday, February 22, 2011","Feb 22, 2011",Tuesday,Tue,February,Feb,53,8,20110221,20110227,2,2,20110201,20110228,28,22,1,20110101,20110331,90,53,2011,20110101,20111231,365,-1,-1,-1,-1,-1,2,20110201,20110228,28,22,1,20110101,20110331,89,53,2011,20110101,20120101,366
20110223,23-02-2011,"Wednesday, February 23, 2011","Feb 23, 2011",Wednesday,Wed,February,Feb,54,8,20110221,20110227,3,2,20110201,20110228,28,23,1,20110101,20110331,90,54,2011,20110101,20111231,365,-1,-1,-1,-1,-1,2,20110201,20110228,28,23,1,20110101,20110331,89,54,2011,20110101,20120101,366
20110224,24-02-2011,"Thursday, February 24, 2011","Feb 24, 2011",Thursday,Thu,February,Feb,55,8,20110221,20110227,4,2,20110201,20110228,28,24,1,20110101,20110331,90,55,2011,20110101,20111231,365,-1,-1,-1,-1,-1,2,20110201,20110228,28,24,1,20110101,20110331,89,55,2011,20110101,20120101,366
20110225,25-02-2011,"Friday, February 25, 2011","Feb 25, 2011",Friday,Fri,February,Feb,56,8,20110221,20110227,5,2,20110201,20110228,28,25,1,20110101,20110331,90,56,2011,20110101,20111231,365,-1,-1,-1,-1,-1,2,20110201,20110228,28,25,1,20110101,20110331,89,56,2011,20110101,20120101,366
20110226,26-02-2011,"Saturday, February 26, 2011","Feb 26, 2011",Saturday,Sat,February,Feb,57,8,20110221,20110227,6,2,20110201,20110228,28,26,1,20110101,20110331,90,57,2011,20110101,20111231,365,-1,-1,-1,-1,-1,2,20110201,20110228,28,26,1,20110101,20110331,89,57,2011,20110101,20120101,366
20110227,27-02-2011,"Sunday, February 27, 2011","Feb 27, 2011",Sunday,Sun,February,Feb,58,8,20110221,20110227,7,2,20110201,20110228,28,27,1,20110101,20110331,90,58,2011,20110101,20111231,365,-1,-1,-1,-1,-1,2,20110201,20110228,28,27,1,20110101,20110331,89,58,2011,20110101,20120101,366
20110228,28-02-2011,"Monday, February 28, 2011","Feb 28, 2011",Monday,Mon,February,Feb,59,9,20110228,20110306,1,2,20110201,20110228,28,28,1,20110101,20110331,90,59,2011,20110101,20111231,365,-1,-1,-1,-1,-1,2,20110201,20110228,28,28,1,20110101,20110331,89,59,2011,20110101,20120101,366
20110301,01-03-2011,"Tuesday, March 1, 2011","Mar 1, 2011",Tuesday,Tue,March,Mar,60,9,20110228,20110306,2,3,20110301,20110331,31,1,1,20110101,20110331,90,60,2011,20110101,20111231,365,-1,-1,-1,-1,-1,3,20110301,20110331,31,1,1,20110101,20110331,89,60,2011,20110101,20120101,366
20110302,02-03-2011,"Wednesday, March 2, 2011","Mar 2, 2011",Wednesday,Wed,March,Mar,61,9,20110228,20110306,3,3,20110301,20110331,31,2,1,20110101,20110331,90,61,2011,20110101,20111231,365,-1,-1,-1,-1,-1,3,20110301,20110331,31,2,1,20110101,20110331,89,61,2011,20110101,20120101,366
20110303,03-03-2011,"Thursday, March 3, 2011","Mar 3, 2011",Thursday,Thu,March,Mar,62,9,20110228,20110306,4,3,20110301,20110331,31,3,1,20110101,20110331,90,62,2011,20110101,20111231,365,-1,-1,-1,-1,-1,3,20110301,20110331,31,3,1,20110101,20110331,89,62,2011,20110101,20120101,366
20110304,04-03-2011,"Friday, March 4, 2011","Mar 4, 2011",Friday,Fri,March,Mar,63,9,20110228,20110306,5,3,20110301,20110331,31,4,1,20110101,20110331,90,63,2011,20110101,20111231,365,-1,-1,-1,-1,-1,3,20110301,20110331,31,4,1,20110101,20110331,89,63,2011,20110101,20120101,366
20110305,05-03-2011,"Saturday, March 5, 2011","Mar 5, 2011",Saturday,Sat,March,Mar,64,9,20110228,20110306,6,3,20110301,20110331,31,5,1,20110101,20110331,90,64,2011,20110101,20111231,365,-1,-1,-1,-1,-1,3,20110301,20110331,31,5,1,20110101,20110331,89,64,2011,20110101,20120101,366
20110306,06-03-2011,"Sunday, March 6, 2011","Mar 6, 2011",Sunday,Sun,March,Mar,65,9,20110228,20110306,7,3,20110301,20110331,31,6,1,20110101,20110331,90,65,2011,20110101,20111231,365,-1,-1,-1,-1,-1,3,20110301,20110331,31,6,1,20110101,20110331,89,65,2011,20110101,20120101,366
20110307,07-03-2011,"Monday, March 7, 2011","Mar 7, 2011",Monday,Mon,March,Mar,66,10,20110307,20110313,1,3,20110301,20110331,31,7,1,20110101,20110331,90,66,2011,20110101,20111231,365,-1,-1,-1,-1,-1,3,20110301,20110331,31,7,1,20110101,20110331,89,66,2011,20110101,20120101,366
20110308,08-03-2011,"Tuesday, March 8, 2011","Mar 8, 2011",Tuesday,Tue,March,Mar,67,10,20110307,20110313,2,3,20110301,20110331,31,8,1,20110101,20110331,90,67,2011,20110101,20111231,365,-1,-1,-1,-1,-1,3,20110301,20110331,31,8,1,20110101,20110331,89,67,2011,20110101,20120101,366
20110309,09-03-2011,"Wednesday, March 9, 2011","Mar 9, 2011",Wednesday,Wed,March,Mar,68,10,20110307,20110313,3,3,20110301,20110331,31,9,1,20110101,20110331,90,68,2011,20110101,20111231,365,-1,-1,-1,-1,-1,3,20110301,20110331,31,9,1,20110101,20110331,89,68,2011,20110101,20120101,366
20110310,10-03-2011,"Thursday, March 10, 2011","Mar 10, 2011",Thursday,Thu,March,Mar,69,10,20110307,20110313,4,3,20110301,20110331,31,10,1,20110101,20110331,90,69,2011,20110101,20111231,365,-1,-1,-1,-1,-1,3,20110301,20110331,31,10,1,20110101,20110331,89,69,2011,20110101,20120101,366
20110311,11-03-2011,"Friday, March 11, 2011","Mar 11, 2011",Friday,Fri,March,Mar,70,10,20110307,20110313,5,3,20110301,20110331,31,11,1,20110101,20110331,90,70,2011,20110101,20111231,365,-1,-1,-1,-1,-1,3,20110301,20110331,31,11,1,20110101,20110331,89,70,2011,20110101,20120101,366
20110312,12-03-2011,"Saturday, March 12, 2011","Mar 12, 2011",Saturday,Sat,March,Mar,71,10,20110307,20110313,6,3,20110301,20110331,31,12,1,20110101,20110331,90,71,2011,20110101,20111231,365,-1,-1,-1,-1,-1,3,20110301,20110331,31,12,1,20110101,20110331,89,71,2011,20110101,20120101,366
20110313,13-03-2011,"Sunday, March 13, 2011","Mar 13, 2011",Sunday,Sun,March,Mar,72,10,20110307,20110313,7,3,20110301,20110331,31,13,1,20110101,20110331,90,72,2011,20110101,20111231,365,-1,-1,-1,-1,-1,3,20110301,20110331,31,13,1,20110101,20110331,89,72,2011,20110101,20120101,366
20110314,14-03-2011,"Monday, March 14, 2011","Mar 14, 2011",Monday,Mon,March,Mar,73,11,20110314,20110320,1,3,20110301,20110331,31,14,1,20110101,20110331,90,73,2011,20110101,20111231,365,-1,-1,-1,-1,-1,3,20110301,20110331,31,14,1,20110101,20110331,89,73,2011,20110101,20120101,366
20110315,15-03-2011,"Tuesday, March 15, 2011","Mar 15, 2011",Tuesday,Tue,March,Mar,74,11,20110314,20110320,2,3,20110301,20110331,31,15,1,20110101,20110331,90,74,2011,20110101,20111231,365,-1,-1,-1,-1,-1,3,20110301,20110331,31,15,1,20110101,20110331,89,74,2011,20110101,20120101,366
20110316,16-03-2011,"Wednesday, March 16, 2011","Mar 16, 2011",Wednesday,Wed,March,Mar,75,11,20110314,20110320,3,3,20110301,20110331,31,16,1,20110101,20110331,90,75,2011,20110101,20111231,365,-1,-1,-1,-1,-1,3,20110301,20110331,31,16,1,20110101,20110331,89,75,2011,20110101,20120101,366
20110317,17-03-2011,"Thursday, March 17, 2011","Mar 17, 2011",Thursday,Thu,March,Mar,76,11,20110314,20110320,4,3,20110301,20110331,31,17,1,20110101,20110331,90,76,2011,20110101,20111231,365,-1,-1,-1,-1,-1,3,20110301,20110331,31,17,1,20110101,20110331,89,76,2011,20110101,20120101,366
20110318,18-03-2011,"Friday, March 18, 2011","Mar 18, 2011",Friday,Fri,March,Mar,77,11,20110314,20110320,5,3,20110301,20110331,31,18,1,20110101,20110331,90,77,2011,20110101,20111231,365,-1,-1,-1,-1,-1,3,20110301,20110331,31,18,1,20110101,20110331,89,77,2011,20110101,20120101,366
20110319,19-03-2011,"Saturday, March 19, 2011","Mar 19, 2011",Saturday,Sat,March,Mar,78,11,20110314,20110320,6,3,20110301,20110331,31,19,1,20110101,20110331,90,78,2011,20110101,20111231,365,-1,-1,-1,-1,-1,3,20110301,20110331,31,19,1,20110101,20110331,89,78,2011,20110101,20120101,366
20110320,20-03-2011,"Sunday, March 20, 2011","Mar 20, 2011",Sunday,Sun,March,Mar,79,11,20110314,20110320,7,3,20110301,20110331,31,20,1,20110101,20110331,90,79,2011,20110101,20111231,365,-1,-1,-1,-1,-1,3,20110301,20110331,31,20,1,20110101,20110331,89,79,2011,20110101,20120101,366
20110321,21-03-2011,"Monday, March 21, 2011","Mar 21, 2011",Monday,Mon,March,Mar,80,12,20110321,20110327,1,3,20110301,20110331,31,21,1,20110101,20110331,90,80,2011,20110101,20111231,365,-1,-1,-1,-1,-1,3,20110301,20110331,31,21,1,20110101,20110331,89,80,2011,20110101,20120101,366
