Transaction_ID,Transaction_Date,Customer_ID,Store_ID,Employee_ID,Product_Id,Quantity_Sold,Payment_Method,Unit_Price,Discount_Amount,Total_sale_amount,Sales_Tax,Revenue
T00202,01-03-2023 00:00,CUST079,ST1002,EMP054,PROD063,3,UPI,49758.7,4975.87,14927.61,2686.9698,17614.5798
T00203,01-03-2023 00:00,CUST058,ST1005,EMP082,PROD002,5,UPI,56938.25,5693.825,28469.125,5124.4425,33593.5675
T00204,01-03-2023 00:00,CUST031,ST1001,EMP066,PROD071,4,UPI,24996.83,2499.683,9998.732,1799.77176,11798.50376
T00205,01-03-2023 00:00,CUST060,ST1002,EMP046,PROD067,2,Debit Card,55486.21,5548.621,11097.242,1997.50356,13094.74556
T00206,01-03-2023 00:00,CUST032,ST1002,EMP100,PROD076,3,Credit Card,85234.31,8523.431,25570.293,4602.65274,30172.94574
T00207,01-03-2023 00:00,CUST030,ST1003,EMP026,PROD066,5,Debit Card,90494.97,9049.497,45247.485,8144.5473,53392.0323
T00208,01-03-2023 00:00,CUST074,ST1005,EMP073,PROD017,1,Credit Card,97466.27,9746.627,9746.627,1754.39286,11501.01986
T00209,01-03-2023 00:00,CUST020,ST1001,EMP070,PROD042,3,Debit Card,77065.06,7706.506,23119.518,4161.51324,27281.03124
T00210,01-03-2023 00:00,CUST051,ST1004,EMP058,PROD024,4,UPI,54730.89,5473.089,21892.356,3940.62408,25832.98008
T00211,01-03-2023 00:00,CUST093,ST1003,EMP024,PROD019,4,Cash,57587.74,5758.774,23035.096,4146.31728,27181.41328
T00212,01-03-2023 00:00,CUST040,ST1004,EMP076,PROD042,5,Cash,77065.06,7706.506,38532.53,6935.8554,45468.3854
T00213,01-03-2023 00:00,CUST046,ST1004,EMP015,PROD019,4,Cash,57587.74,5758.774,23035.096,4146.31728,27181.41328
T00214,01-03-2023 00:00,CUST095,ST1001,EMP038,PROD021,2,Credit Card,64442.81,6444.281,12888.562,2319.94116,15208.50316
T00215,01-03-2023 00:00,CUST071,ST1005,EMP028,PROD050,3,Debit Card,58400.74,5840.074,17520.222,3153.63996,20673.86196
T00216,01-03-2023 00:00,CUST058,ST1002,EMP087,PROD051,1,UPI,64826.93,6482.693,6482.693,1166.88474,7649.57774
T00217,01-03-2023 00:00,CUST018,ST1003,EMP085,PROD005,2,Debit Card,5930.16,593.016,1186.032,213.48576,1399.51776
T00218,01-03-2023 00:00,CUST059,ST1001,EMP067,PROD055,4,Cash,52068.95,5206.895,20827.58,3748.9644,24576.5444
T00219,01-03-2023 00:00,CUST098,ST1001,EMP031,PROD058,4,Cash,80398.86,8039.886,32159.544,5788.71792,37948.26192
T00220,01-03-2023 00:00,CUST092,ST1002,EMP093,PROD072,1,Debit Card,21865.97,2186.597,2186.597,393.58746,2580.18446
T00221,01-03-2023 00:00,CUST052,ST1004,EMP064,PROD056,5,Credit Card,40181.84,4018.184,20090.92,3616.3656,23707.2856
T00222,01-03-2023 00:00,CUST084,ST1002,EMP086,PROD020,3,Credit Card,2765.89,276.589,829.767,149.35806,979.12506
T00223,01-03-2023 00:00,CUST087,ST1005,EMP051,PROD006,4,Cash,7157.07,715.707,2862.828,515.30904,3378.13704
T00224,01-03-2023 00:00,CUST095,ST1005,EMP076,PROD072,2,UPI,21865.97,2186.597,4373.194,787.17492,5160.36892
T00225,01-03-2023 00:00,CUST042,ST1001,EMP076,PROD016,2,UPI,29542.21,2954.221,5908.442,1063.51956,6971.96156
T00226,01-03-2023 00:00,CUST006,ST1001,EMP067,PROD062,2,Credit Card,60747.06,6074.706,12149.412,2186.89416,14336.30616
T00227,01-03-2023 00:00,CUST007,ST1005,EMP011,PROD084,5,Debit Card,19334.58,1933.458,9667.29,1740.1122,11407.4022
T00228,01-03-2023 00:00,CUST035,ST1001,EMP054,PROD009,3,Cash,72849.69,7284.969,21854.907,3933.88326,25788.79026
T00229,01-03-2023 00:00,CUST097,ST1002,EMP090,PROD068,2,Credit Card,14449.46,1444.946,2889.892,520.18056,3410.07256
T00230,01-03-2023 00:00,CUST004,ST1003,EMP068,PROD065,1,UPI,71981.66,7198.166,7198.166,1295.66988,8493.83588
T00231,01-03-2023 00:00,CUST023,ST1002,EMP002,PROD068,1,Credit Card,14449.46,1444.946,1444.946,260.09028,1705.03628
T00232,01-03-2023 00:00,CUST078,ST1001,EMP006,PROD092,3,Debit Card,35173.79,3517.379,10552.137,1899.38466,12451.52166
T00233,01-03-2023 00:00,CUST052,ST1002,EMP058,PROD005,4,UPI,5930.16,593.016,2372.064,426.97152,2799.03552
T00234,01-03-2023 00:00,CUST020,ST1003,EMP070,PROD100,1,Credit Card,11566.48,1156.648,1156.648,208.19664,1364.84464
T00235,01-03-2023 00:00,CUST009,ST1001,EMP018,PROD031,3,Credit Card,71935.45,7193.545,21580.635,3884.5143,25465.1493
T00236,01-03-2023 00:00,CUST094,ST1003,EMP081,PROD026,4,UPI,39048.54,3904.854,15619.416,2811.49488,18430.91088
T00237,01-03-2023 00:00,CUST018,ST1001,EMP046,PROD067,3,Debit Card,55486.21,5548.621,16645.863,2996.25534,19642.11834
T00238,01-03-2023 00:00,CUST005,ST1005,EMP049,PROD005,1,Cash,5930.16,593.016,593.016,106.74288,699.75888
T00239,01-03-2023 00:00,CUST003,ST1004,EMP091,PROD086,5,Cash,54220.87,5422.087,27110.435,4879.8783,31990.3133
T00240,01-03-2023 00:00,CUST092,ST1004,EMP005,PROD068,4,UPI,14449.46,1444.946,5779.784,1040.36112,6820.14512
T00241,01-03-2023 00:00,CUST028,ST1004,EMP010,PROD053,5,Cash,32372.28,3237.228,16186.14,2913.5052,19099.6452
T00242,01-03-2023 00:00,CUST060,ST1002,EMP099,PROD066,1,UPI,90494.97,9049.497,9049.497,1628.90946,10678.40646
T00243,01-03-2023 00:00,CUST054,ST1001,EMP026,PROD064,1,Credit Card,37827.01,3782.701,3782.701,680.88618,4463.58718
T00244,01-03-2023 00:00,CUST099,ST1001,EMP066,PROD055,5,Cash,52068.95,5206.895,26034.475,4686.2055,30720.6805
T00245,01-03-2023 00:00,CUST084,ST1005,EMP019,PROD044,1,UPI,50949.15,5094.915,5094.915,917.0847,6011.9997
T00246,01-03-2023 00:00,CUST020,ST1002,EMP074,PROD089,2,Cash,67202.07,6720.207,13440.414,2419.27452,15859.68852
T00247,01-03-2023 00:00,CUST064,ST1005,EMP049,PROD043,4,Credit Card,31752.56,3175.256,12701.024,2286.18432,14987.20832
T00248,01-03-2023 00:00,CUST033,ST1003,EMP048,PROD001,1,Cash,51751.88,5175.188,5175.188,931.53384,6106.72184
T00249,01-03-2023 00:00,CUST030,ST1005,EMP035,PROD025,3,Credit Card,10148.56,1014.856,3044.568,548.02224,3592.59024
T00250,01-03-2023 00:00,CUST025,ST1004,EMP070,PROD095,4,Cash,990.62,99.062,396.248,71.32464,467.57264
T00251,01-03-2023 00:00,CUST011,ST1002,EMP069,PROD086,1,Debit Card,54220.87,5422.087,5422.087,975.97566,6398.06266
T00252,01-03-2023 00:00,CUST024,ST1001,EMP068,PROD019,1,Cash,57587.74,5758.774,5758.774,1036.57932,6795.35332
T00253,01-03-2023 00:00,CUST046,ST1005,EMP038,PROD023,1,Debit Card,27933.22,2793.322,2793.322,502.79796,3296.11996
T00254,01-03-2023 00:00,CUST063,ST1002,EMP058,PROD075,3,Credit Card,5122.51,512.251,1536.753,276.61554,1813.36854
T00255,01-03-2023 00:00,CUST086,ST1005,EMP053,PROD087,3,Cash,86798.49,8679.849,26039.547,4687.11846,30726.66546
T00256,01-03-2023 00:00,CUST001,ST1004,EMP015,PROD071,3,Credit Card,24996.83,2499.683,7499.049,1349.82882,8848.87782
T00257,01-03-2023 00:00,CUST017,ST1005,EMP039,PROD087,3,Debit Card,86798.49,8679.849,26039.547,4687.11846,30726.66546
T00258,01-03-2023 00:00,CUST099,ST1001,EMP046,PROD076,4,Credit Card,85234.31,8523.431,34093.724,6136.87032,40230.59432
T00259,01-03-2023 00:00,CUST065,ST1002,EMP065,PROD063,1,Credit Card,49758.7,4975.87,4975.87,895.6566,5871.5266
T00260,01-03-2023 00:00,CUST070,ST1003,EMP089,PROD014,1,Debit Card,17380.67,1738.067,1738.067,312.85206,2050.91906
T00261,01-03-2023 00:00,CUST100,ST1002,EMP065,PROD062,5,Credit Card,60747.06,6074.706,30373.53,5467.2354,35840.7654
T00262,01-03-2023 00:00,CUST007,ST1001,EMP018,PROD026,1,Debit Card,39048.54,3904.854,3904.854,702.87372,4607.72772
T00263,01-03-2023 00:00,CUST023,ST1001,EMP095,PROD011,2,Credit Card,75708.51,7570.851,15141.702,2725.50636,17867.20836
T00264,01-03-2023 00:00,CUST088,ST1005,EMP064,PROD042,4,UPI,77065.06,7706.506,30826.024,5548.68432,36374.70832
T00265,01-03-2023 00:00,CUST034,ST1003,EMP076,PROD036,3,Credit Card,56076.35,5607.635,16822.905,3028.1229,19851.0279
T00266,01-03-2023 00:00,CUST022,ST1001,EMP002,PROD038,4,Debit Card,31309.69,3130.969,12523.876,2254.29768,14778.17368
T00267,01-03-2023 00:00,CUST045,ST1005,EMP099,PROD046,5,Debit Card,17795.8,1779.58,8897.9,1601.622,10499.522
T00268,01-03-2023 00:00,CUST064,ST1002,EMP087,PROD059,5,Cash,57999.92,5799.992,28999.96,5219.9928,34219.9528
T00269,01-03-2023 00:00,CUST018,ST1002,EMP045,PROD027,1,Debit Card,84505.94,8450.594,8450.594,1521.10692,9971.70092
T00270,01-03-2023 00:00,CUST073,ST1003,EMP058,PROD069,1,Debit Card,33717.16,3371.716,3371.716,606.90888,3978.62488
T00271,01-03-2023 00:00,CUST006,ST1004,EMP077,PROD057,5,Credit Card,42819.16,4281.916,21409.58,3853.7244,25263.3044
T00272,01-03-2023 00:00,CUST061,ST1005,EMP041,PROD023,4,Credit Card,27933.22,2793.322,11173.288,2011.19184,13184.47984
T00273,01-03-2023 00:00,CUST081,ST1005,EMP050,PROD008,2,Cash,42730.91,4273.091,8546.182,1538.31276,10084.49476
T00274,01-03-2023 00:00,CUST022,ST1001,EMP038,PROD040,3,Credit Card,94738.99,9473.899,28421.697,5115.90546,33537.60246
T00275,01-03-2023 00:00,CUST014,ST1005,EMP076,PROD066,4,Cash,90494.97,9049.497,36197.988,6515.63784,42713.62584
T00276,01-03-2023 00:00,CUST084,ST1002,EMP083,PROD100,4,Cash,11566.48,1156.648,4626.592,832.78656,5459.37856
T00277,01-03-2023 00:00,CUST044,ST1004,EMP083,PROD060,2,UPI,55764.61,5576.461,11152.922,2007.52596,13160.44796
T00278,01-03-2023 00:00,CUST028,ST1004,EMP078,PROD052,5,Cash,97793.28,9779.328,48896.64,8801.3952,57698.0352
T00279,01-03-2023 00:00,CUST022,ST1003,EMP085,PROD073,1,Credit Card,88041.68,8804.168,8804.168,1584.75024,10388.91824
T00280,01-03-2023 00:00,CUST020,ST1005,EMP023,PROD007,1,Debit Card,25949.29,2594.929,2594.929,467.08722,3062.01622
T00281,01-03-2023 00:00,CUST028,ST1005,EMP075,PROD081,1,UPI,27755.57,2775.557,2775.557,499.60026,3275.15726
T00282,01-03-2023 00:00,CUST098,ST1002,EMP095,PROD033,2,UPI,30260.76,3026.076,6052.152,1089.38736,7141.53936
T00283,01-03-2023 00:00,CUST005,ST1005,EMP078,PROD037,1,Debit Card,42211.96,4221.196,4221.196,759.81528,4981.01128
T00284,01-03-2023 00:00,CUST036,ST1003,EMP038,PROD082,1,Cash,22969.7,2296.97,2296.97,413.4546,2710.4246
T00285,01-03-2023 00:00,CUST081,ST1002,EMP043,PROD082,4,Debit Card,22969.7,2296.97,9187.88,1653.8184,10841.6984
T00286,01-03-2023 00:00,CUST009,ST1004,EMP057,PROD035,2,Debit Card,38805.77,3880.577,7761.154,1397.00772,9158.16172
T00287,01-03-2023 00:00,CUST057,ST1002,EMP021,PROD061,2,Debit Card,94613.24,9461.324,18922.648,3406.07664,22328.72464
T00288,01-03-2023 00:00,CUST099,ST1004,EMP036,PROD045,2,Debit Card,51971.38,5197.138,10394.276,1870.96968,12265.24568
T00289,01-03-2023 00:00,CUST095,ST1004,EMP082,PROD039,5,UPI,1315.78,131.578,657.89,118.4202,776.3102
T00290,01-03-2023 00:00,CUST090,ST1004,EMP082,PROD001,3,Debit Card,51751.88,5175.188,15525.564,2794.60152,18320.16552
T00291,01-03-2023 00:00,CUST034,ST1004,EMP003,PROD045,3,Credit Card,51971.38,5197.138,15591.414,2806.45452,18397.86852
T00292,01-03-2023 00:00,CUST020,ST1002,EMP037,PROD045,5,Debit Card,51971.38,5197.138,25985.69,4677.4242,30663.1142
T00293,01-03-2023 00:00,CUST040,ST1005,EMP032,PROD084,1,Debit Card,19334.58,1933.458,1933.458,348.02244,2281.48044
T00294,01-03-2023 00:00,CUST022,ST1003,EMP083,PROD016,3,Credit Card,29542.21,2954.221,8862.663,1595.27934,10457.94234
T00295,01-03-2023 00:00,CUST043,ST1002,EMP076,PROD082,4,Debit Card,22969.7,2296.97,9187.88,1653.8184,10841.6984
T00296,01-03-2023 00:00,CUST061,ST1005,EMP006,PROD073,2,Cash,88041.68,8804.168,17608.336,3169.50048,20777.83648
T00297,01-03-2023 00:00,CUST060,ST1003,EMP068,PROD076,5,Cash,85234.31,8523.431,42617.155,7671.0879,50288.2429
T00298,01-03-2023 00:00,CUST085,ST1003,EMP055,PROD063,5,Debit Card,49758.7,4975.87,24879.35,4478.283,29357.633
T00299,01-03-2023 00:00,CUST002,ST1001,EMP072,PROD080,2,Credit Card,61297.37,6129.737,12259.474,2206.70532,14466.17932
T00300,01-03-2023 00:00,CUST067,ST1002,EMP021,PROD006,3,Cash,7157.07,715.707,2147.121,386.48178,2533.60278
T00301,01-03-2023 00:00,CUST056,ST1005,EMP073,PROD055,2,Credit Card,52068.95,5206.895,10413.79,1874.4822,12288.2722
T00302,01-03-2023 00:00,CUST036,ST1005,EMP034,PROD015,2,UPI,99876.22,9987.622,19975.244,3595.54392,23570.78792
T00303,01-03-2023 00:00,CUST030,ST1003,EMP099,PROD071,3,Debit Card,24996.83,2499.683,7499.049,1349.82882,8848.87782
T00304,01-03-2023 00:00,CUST030,ST1005,EMP054,PROD093,5,Debit Card,89960.74,8996.074,44980.37,8096.4666,53076.8366
T00305,01-03-2023 00:00,CUST072,ST1001,EMP034,PROD016,3,UPI,29542.21,2954.221,8862.663,1595.27934,10457.94234
T00306,01-03-2023 00:00,CUST090,ST1004,EMP067,PROD036,3,Credit Card,56076.35,5607.635,16822.905,3028.1229,19851.0279
T00307,01-03-2023 00:00,CUST073,ST1005,EMP009,PROD017,1,Cash,97466.27,9746.627,9746.627,1754.39286,11501.01986
T00308,01-03-2023 00:00,CUST071,ST1002,EMP078,PROD096,3,UPI,81437.9,8143.79,24431.37,4397.6466,28829.0166
T00309,01-03-2023 00:00,CUST069,ST1002,EMP058,PROD077,5,Cash,98005.74,9800.574,49002.87,8820.5166,57823.3866
T00310,01-03-2023 00:00,CUST005,ST1003,EMP053,PROD044,2,UPI,50949.15,5094.915,10189.83,1834.1694,12023.9994
T00311,01-03-2023 00:00,CUST042,ST1003,EMP080,PROD052,5,Cash,97793.28,9779.328,48896.64,8801.3952,57698.0352
T00312,01-03-2023 00:00,CUST011,ST1004,EMP026,PROD019,5,UPI,57587.74,5758.774,28793.87,5182.8966,33976.7666
T00313,01-03-2023 00:00,CUST073,ST1003,EMP046,PROD047,4,UPI,40062.86,4006.286,16025.144,2884.52592,18909.66992
T00314,01-03-2023 00:00,CUST060,ST1001,EMP006,PROD033,4,Debit Card,30260.76,3026.076,12104.304,2178.77472,14283.07872
T00315,01-03-2023 00:00,CUST051,ST1001,EMP007,PROD043,1,Credit Card,31752.56,3175.256,3175.256,571.54608,3746.80208
T00316,01-03-2023 00:00,CUST004,ST1005,EMP061,PROD054,1,UPI,43905.19,4390.519,4390.519,790.29342,5180.81242
T00317,01-03-2023 00:00,CUST065,ST1001,EMP061,PROD062,5,Credit Card,60747.06,6074.706,30373.53,5467.2354,35840.7654
T00318,01-03-2023 00:00,CUST029,ST1003,EMP062,PROD041,3,Credit Card,32259.26,3225.926,9677.778,1742.00004,11419.77804
T00319,01-03-2023 00:00,CUST097,ST1001,EMP054,PROD035,5,Debit Card,38805.77,3880.577,19402.885,3492.5193,22895.4043
T00320,01-03-2023 00:00,CUST096,ST1004,EMP025,PROD082,3,Debit Card,22969.7,2296.97,6890.91,1240.3638,8131.2738
T00321,01-03-2023 00:00,CUST019,ST1001,EMP044,PROD081,4,UPI,27755.57,2775.557,11102.228,1998.40104,13100.62904
T00322,01-03-2023 00:00,CUST087,ST1003,EMP021,PROD021,3,UPI,64442.81,6444.281,19332.843,3479.91174,22812.75474
T00323,01-03-2023 00:00,CUST070,ST1004,EMP012,PROD062,2,Credit Card,60747.06,6074.706,12149.412,2186.89416,14336.30616
T00324,01-03-2023 00:00,CUST095,ST1002,EMP059,PROD002,3,Credit Card,56938.25,5693.825,17081.475,3074.6655,20156.1405
T00325,01-03-2023 00:00,CUST095,ST1002,EMP006,PROD020,2,Debit Card,2765.89,276.589,553.178,99.57204,652.75004
T00326,01-03-2023 00:00,CUST005,ST1004,EMP044,PROD081,4,Credit Card,27755.57,2775.557,11102.228,1998.40104,13100.62904
T00327,01-03-2023 00:00,CUST027,ST1004,EMP043,PROD078,1,Cash,28459.94,2845.994,2845.994,512.27892,3358.27292
T00328,01-03-2023 00:00,CUST038,ST1003,EMP080,PROD077,5,Credit Card,98005.74,9800.574,49002.87,8820.5166,57823.3866
T00329,01-03-2023 00:00,CUST088,ST1005,EMP054,PROD026,4,Debit Card,39048.54,3904.854,15619.416,2811.49488,18430.91088
T00330,01-03-2023 00:00,CUST049,ST1004,EMP066,PROD009,4,Credit Card,72849.69,7284.969,29139.876,5245.17768,34385.05368
T00331,01-03-2023 00:00,CUST089,ST1002,EMP078,PROD029,3,Cash,64463.78,6446.378,19339.134,3481.04412,22820.17812
T00332,01-03-2023 00:00,CUST086,ST1001,EMP065,PROD096,5,Debit Card,81437.9,8143.79,40718.95,7329.411,48048.361
T00333,01-03-2023 00:00,CUST095,ST1002,EMP053,PROD081,3,Cash,27755.57,2775.557,8326.671,1498.80078,9825.47178
T00334,01-03-2023 00:00,CUST073,ST1002,EMP086,PROD077,4,Cash,98005.74,9800.574,39202.296,7056.41328,46258.70928
T00335,01-03-2023 00:00,CUST098,ST1005,EMP022,PROD086,5,Debit Card,54220.87,5422.087,27110.435,4879.8783,31990.3133
T00336,01-03-2023 00:00,CUST011,ST1005,EMP060,PROD058,5,Cash,80398.86,8039.886,40199.43,7235.8974,47435.3274
T00337,01-03-2023 00:00,CUST093,ST1004,EMP040,PROD078,3,UPI,28459.94,2845.994,8537.982,1536.83676,10074.81876
T00338,01-03-2023 00:00,CUST054,ST1002,EMP065,PROD039,4,Credit Card,1315.78,131.578,526.312,94.73616,621.04816
T00339,01-03-2023 00:00,CUST089,ST1004,EMP029,PROD034,1,Debit Card,34450.28,3445.028,3445.028,620.10504,4065.13304
T00340,01-03-2023 00:00,CUST084,ST1002,EMP098,PROD062,1,Cash,60747.06,6074.706,6074.706,1093.44708,7168.15308
T00341,01-03-2023 00:00,CUST094,ST1002,EMP009,PROD094,4,Credit Card,84056.68,8405.668,33622.672,6052.08096,39674.75296
T00342,01-03-2023 00:00,CUST067,ST1001,EMP088,PROD094,3,Credit Card,84056.68,8405.668,25217.004,4539.06072,29756.06472
T00343,01-03-2023 00:00,CUST075,ST1005,EMP027,PROD002,5,UPI,56938.25,5693.825,28469.125,5124.4425,33593.5675
T00344,01-03-2023 00:00,CUST033,ST1001,EMP039,PROD046,5,Cash,17795.8,1779.58,8897.9,1601.622,10499.522
T00345,01-03-2023 00:00,CUST021,ST1002,EMP037,PROD006,2,UPI,7157.07,715.707,1431.414,257.65452,1689.06852
T00346,01-03-2023 00:00,CUST071,ST1001,EMP081,PROD061,2,UPI,94613.24,9461.324,18922.648,3406.07664,22328.72464
T00347,01-03-2023 00:00,CUST041,ST1004,EMP018,PROD077,5,Debit Card,98005.74,9800.574,49002.87,8820.5166,57823.3866
T00348,01-03-2023 00:00,CUST072,ST1005,EMP084,PROD051,4,Cash,64826.93,6482.693,25930.772,4667.53896,30598.31096
T00349,01-03-2023 00:00,CUST008,ST1002,EMP094,PROD010,5,Cash,96340.67,9634.067,48170.335,8670.6603,56840.9953
T00350,01-03-2023 00:00,CUST061,ST1005,EMP007,PROD021,1,Debit Card,64442.81,6444.281,6444.281,1159.97058,7604.25158
T00351,01-03-2023 00:00,CUST018,ST1005,EMP060,PROD073,3,Debit Card,88041.68,8804.168,26412.504,4754.25072,31166.75472
T00352,01-03-2023 00:00,CUST029,ST1002,EMP024,PROD084,4,Debit Card,19334.58,1933.458,7733.832,1392.08976,9125.92176
T00353,01-03-2023 00:00,CUST030,ST1005,EMP018,PROD019,3,Debit Card,57587.74,5758.774,17276.322,3109.73796,20386.05996
T00354,01-03-2023 00:00,CUST031,ST1004,EMP088,PROD094,1,Debit Card,84056.68,8405.668,8405.668,1513.02024,9918.68824
T00355,01-03-2023 00:00,CUST031,ST1003,EMP037,PROD032,2,Cash,15369.14,1536.914,3073.828,553.28904,3627.11704
T00356,01-03-2023 00:00,CUST085,ST1004,EMP056,PROD044,1,Credit Card,50949.15,5094.915,5094.915,917.0847,6011.9997
T00357,01-03-2023 00:00,CUST047,ST1002,EMP065,PROD097,3,Debit Card,33221.44,3322.144,9966.432,1793.95776,11760.38976
T00358,01-03-2023 00:00,CUST020,ST1002,EMP042,PROD009,1,Cash,72849.69,7284.969,7284.969,1311.29442,8596.26342
T00359,01-03-2023 00:00,CUST012,ST1002,EMP018,PROD008,4,Credit Card,42730.91,4273.091,17092.364,3076.62552,20168.98952
T00360,01-03-2023 00:00,CUST083,ST1005,EMP030,PROD042,1,Credit Card,77065.06,7706.506,7706.506,1387.17108,9093.67708
T00361,01-03-2023 00:00,CUST060,ST1004,EMP002,PROD021,5,Cash,64442.81,6444.281,32221.405,5799.8529,38021.2579
T00362,01-03-2023 00:00,CUST042,ST1002,EMP050,PROD039,2,Credit Card,1315.78,131.578,263.156,47.36808,310.52408
T00363,01-03-2023 00:00,CUST025,ST1002,EMP060,PROD057,3,UPI,42819.16,4281.916,12845.748,2312.23464,15157.98264
T00364,01-03-2023 00:00,CUST082,ST1004,EMP028,PROD081,3,Cash,27755.57,2775.557,8326.671,1498.80078,9825.47178
T00365,01-03-2023 00:00,CUST013,ST1005,EMP043,PROD069,3,UPI,33717.16,3371.716,10115.148,1820.72664,11935.87464
T00366,01-03-2023 00:00,CUST078,ST1004,EMP036,PROD040,2,Debit Card,94738.99,9473.899,18947.798,3410.60364,22358.40164
T00367,01-03-2023 00:00,CUST068,ST1002,EMP008,PROD040,5,UPI,94738.99,9473.899,47369.495,8526.5091,55896.0041
T00368,01-03-2023 00:00,CUST007,ST1002,EMP002,PROD033,1,Debit Card,30260.76,3026.076,3026.076,544.69368,3570.76968
T00369,01-03-2023 00:00,CUST014,ST1001,EMP091,PROD058,4,Credit Card,80398.86,8039.886,32159.544,5788.71792,37948.26192
T00370,01-03-2023 00:00,CUST009,ST1005,EMP096,PROD063,5,Debit Card,49758.7,4975.87,24879.35,4478.283,29357.633
T00371,01-03-2023 00:00,CUST059,ST1003,EMP005,PROD053,5,Credit Card,32372.28,3237.228,16186.14,2913.5052,19099.6452
T00372,01-03-2023 00:00,CUST051,ST1001,EMP023,PROD094,4,Debit Card,84056.68,8405.668,33622.672,6052.08096,39674.75296
T00373,01-03-2023 00:00,CUST069,ST1002,EMP082,PROD052,4,Credit Card,97793.28,9779.328,39117.312,7041.11616,46158.42816
T00374,01-03-2023 00:00,CUST039,ST1005,EMP056,PROD040,2,Debit Card,94738.99,9473.899,18947.798,3410.60364,22358.40164
T00375,01-03-2023 00:00,CUST061,ST1003,EMP056,PROD056,5,UPI,40181.84,4018.184,20090.92,3616.3656,23707.2856
T00376,01-03-2023 00:00,CUST003,ST1002,EMP040,PROD011,5,Cash,75708.51,7570.851,37854.255,6813.7659,44668.0209
T00377,01-03-2023 00:00,CUST057,ST1001,EMP023,PROD070,4,UPI,50020.15,5002.015,20008.06,3601.4508,23609.5108
T00378,01-03-2023 00:00,CUST043,ST1001,EMP033,PROD016,4,UPI,29542.21,2954.221,11816.884,2127.03912,13943.92312
T00379,01-03-2023 00:00,CUST059,ST1001,EMP058,PROD100,5,UPI,11566.48,1156.648,5783.24,1040.9832,6824.2232
T00380,01-03-2023 00:00,CUST045,ST1003,EMP058,PROD028,5,Debit Card,18939.32,1893.932,9469.66,1704.5388,11174.1988
T00381,01-03-2023 00:00,CUST084,ST1003,EMP026,PROD062,1,Credit Card,60747.06,6074.706,6074.706,1093.44708,7168.15308
T00382,01-03-2023 00:00,CUST078,ST1005,EMP049,PROD041,2,Debit Card,32259.26,3225.926,6451.852,1161.33336,7613.18536
T00383,01-03-2023 00:00,CUST044,ST1002,EMP079,PROD029,1,Cash,64463.78,6446.378,6446.378,1160.34804,7606.72604
T00384,01-03-2023 00:00,CUST019,ST1005,EMP098,PROD098,1,Debit Card,85268.7,8526.87,8526.87,1534.8366,10061.7066
T00385,01-03-2023 00:00,CUST006,ST1005,EMP057,PROD006,2,Debit Card,7157.07,715.707,1431.414,257.65452,1689.06852
T00386,01-03-2023 00:00,CUST010,ST1002,EMP035,PROD006,3,Cash,7157.07,715.707,2147.121,386.48178,2533.60278
T00387,01-03-2023 00:00,CUST048,ST1001,EMP058,PROD040,1,Credit Card,94738.99,9473.899,9473.899,1705.30182,11179.20082
T00388,01-03-2023 00:00,CUST098,ST1005,EMP038,PROD009,2,UPI,72849.69,7284.969,14569.938,2622.58884,17192.52684
T00389,01-03-2023 00:00,CUST074,ST1004,EMP096,PROD035,5,UPI,38805.77,3880.577,19402.885,3492.5193,22895.4043
T00390,01-03-2023 00:00,CUST088,ST1002,EMP009,PROD035,2,Debit Card,38805.77,3880.577,7761.154,1397.00772,9158.16172
T00391,01-03-2023 00:00,CUST053,ST1003,EMP058,PROD025,4,Cash,10148.56,1014.856,4059.424,730.69632,4790.12032
T00392,01-03-2023 00:00,CUST047,ST1004,EMP017,PROD066,4,Cash,90494.97,9049.497,36197.988,6515.63784,42713.62584
T00393,01-03-2023 00:00,CUST054,ST1005,EMP098,PROD033,4,Cash,30260.76,3026.076,12104.304,2178.77472,14283.07872
T00394,01-03-2023 00:00,CUST067,ST1002,EMP019,PROD001,5,Debit Card,51751.88,5175.188,25875.94,4657.6692,30533.6092
T00395,01-03-2023 00:00,CUST011,ST1004,EMP073,PROD053,3,Debit Card,32372.28,3237.228,9711.684,1748.10312,11459.78712
T00396,01-03-2023 00:00,CUST072,ST1002,EMP046,PROD024,3,UPI,54730.89,5473.089,16419.267,2955.46806,19374.73506
T00397,01-03-2023 00:00,CUST100,ST1002,EMP041,PROD058,1,UPI,80398.86,8039.886,8039.886,1447.17948,9487.06548
T00398,01-03-2023 00:00,CUST062,ST1002,EMP007,PROD002,5,Cash,56938.25,5693.825,28469.125,5124.4425,33593.5675
T00399,01-03-2023 00:00,CUST030,ST1004,EMP053,PROD080,2,UPI,61297.37,6129.737,12259.474,2206.70532,14466.17932
T00400,01-03-2023 00:00,CUST086,ST1001,EMP072,PROD038,5,Credit Card,31309.69,3130.969,15654.845,2817.8721,18472.7171
T00401,01-03-2023 00:00,CUST042,ST1001,EMP058,PROD074,4,Cash,77219.89,7721.989,30887.956,5559.83208,36447.78808
T00402,01-03-2023 00:00,CUST099,ST1004,EMP077,PROD051,4,Debit Card,64826.93,6482.693,25930.772,4667.53896,30598.31096
T00403,01-03-2023 00:00,CUST048,ST1002,EMP036,PROD081,1,Cash,27755.57,2775.557,2775.557,499.60026,3275.15726
